Location Name,Accessible,PRECINCT,PRECINCT2,PRECINCT3,PRECINCT4,PRECINCT5,PRECINCT6,Address,City,X,Y,Location 1
RECPLEX,Y,7400032,,,,,,420 W DEMPSTER,MOUNT PROSPECT,-87.9439025648,42.0379114545,"(42.0379114545, -87.9439025648)"
FRIENDSHIP PK CONSERVATORY,Y,7400015,7400031,7400049,,,,395 ALGONQUIN RD,DES PLAINES,-87.934038327,42.0288643646,"(42.0288643646, -87.934038327)"
ASBURY COURT,Y,7400036,7400038,,,,,1750 ELMHURST RD,DES PLAINES,-87.9409329558,42.0198004961,"(42.0198004961, -87.9409329558)"
ROBERT FROST ELEM SCHOOL,Y,7400039,,,,,,1308 S CYPRESS,MOUNT PROSPECT,-87.9534442379,42.0429489954,"(42.0429489954, -87.9534442379)"
DUNTON SCHOOL,Y,7400041,7400044,,,,,1200 DUNTON AVE,ARLINGTON HEIGHTS,-87.9816334164,42.0619415044,"(42.0619415044, -87.9816334164)"
FOREST VIEW EDUC CENTER,Y,7400021,7400042,7400050,,,,2121 S GOEBBERT RD,ARLINGTON HEIGHTS,-87.9738684171,42.0471402923,"(42.0471402923, -87.9738684171)"
HERITAGE PARK,Y,7400046,,,,,,506 W VICTORIA LN,ARLINGTON HEIGHTS,-87.9900255418,42.053987343,"(42.053987343, -87.9900255418)"
CHRISTUS VICTOR LUTHERAN CHURCH,Y,7400047,,,,,,1045 S ARLINGTON HEIGHTS RD,ELK GROVE VILLAGE,-88.0029572478,42.0009627323,"(42.0009627323, -88.0029572478)"
THE MOORINGS,Y,7400048,,,,,,811 E CENTRAL RD,ARLINGTON HEIGHTS,-87.9712631156,42.0660582505,"(42.0660582505, -87.9712631156)"
ROLLING MEADOWS HIGH SCHOOL,Y,7400052,,,,,,2901 CENTRAL RD,ROLLING MEADOWS,-88.0161353079,42.0650033572,"(42.0650033572, -88.0161353079)"
RICHARD E BYRD SCHOOL,Y,7400045,,,,,,265 WELLINGTON AVE,ELK GROVE VILLAGE,-88.0112238134,41.996715926,"(41.996715926, -88.0112238134)"
ELK GROVE TWP AGENCY,Y,7400009,7400051,,,,,711 CHELMSFORD LN,ELK GROVE VILLAGE,-88.0084515608,42.0073881115,"(42.0073881115, -88.0084515608)"
CHURCH OF THE INCARNATION,Y,7400019,,,,,,330 GOLF RD,ARLINGTON HEIGHTS,-87.9864677069,42.0516853796,"(42.0516853796, -87.9864677069)"
CLEARBROOK,Y,7400014,,,,,,1835 W CENTRAL RD,ARLINGTON HEIGHTS,-88.0008846017,42.0659542208,"(42.0659542208, -88.0008846017)"
ST JOHN LUTHERAN SCHOOL,Y,7400026,,,,,,1101 LINNEMAN RD,MOUNT PROSPECT,-87.9478752912,42.0447884442,"(42.0447884442, -87.9478752912)"
JOHN JAY SCHOOL,Y,7400022,,,,,,1835 PHEASANT TRAIL,MOUNT PROSPECT,-87.9669563413,42.0408878802,"(42.0408878802, -87.9669563413)"
CRYSTAL TOWERS HOME ASSOC,Y,7400035,,,,,,1725 CRYSTAL LN,MOUNT PROSPECT,-87.960949807,42.0344092443,"(42.0344092443, -87.960949807)"
TRINITY LUTHERAN CHURCH,Y,7400024,,,,,,675  E ALGONQUIN RD,DES PLAINES,-87.9071902454,42.0302205198,"(42.0302205198, -87.9071902454)"
HEMENWAY METHODIST CHURCH,Y,7503001,7503002,,,,,933 CHICAGO AVE,EVANSTON,-87.6790407334,42.0348331991,"(42.0348331991, -87.6790407334)"
JANE R PERLMAN,Y,7501002,,,,,,1900 SHERMAN ST,EVANSTON,-87.6822126129,42.0525285961,"(42.0525285961, -87.6822126129)"
NOYES CULTURAL ARTS CENTER,Y,7501003,,,,,,927 NOYES ST,EVANSTON,-87.6841003119,42.0588740134,"(42.0588740134, -87.6841003119)"
NORTH SHORE RETIREMENT HOTEL,Y,7501004,,,,,,1611 CHICAGO AVE,EVANSTON,-87.6788143349,42.0464660758,"(42.0464660758, -87.6788143349)"
PARKES HALL (MILLAR CHAPEL),Y,7501001,7507006,,,,,1870 SHERIDAN RD,EVANSTON,-87.6771810798,42.0502145342,"(42.0502145342, -87.6771810798)"
MC GAW YMCA,Y,7502001,,,,,,1000 GROVE ST,EVANSTON,-87.6856500717,42.0450930997,"(42.0450930997, -87.6856500717)"
FLEETWOOD JOURDAIN COMM CNTR,Y,7505001,7505003,7505004,,,,1655 FOSTER AVE,EVANSTON,-87.6950723515,42.0544051559,"(42.0544051559, -87.6950723515)"
EVANSTON/SKOKIE SCH DIST 65,Y,7502003,,,,,,1500 MC DANIEL AVE,EVANSTON,-87.7088696342,42.0447326927,"(42.0447326927, -87.7088696342)"
WASHINGTON SCHOOL,Y,7502004,7504005,,,,,914 ASHLAND AVE,EVANSTON,-87.6937755916,42.0347247277,"(42.0347247277, -87.6937755916)"
CROWN REC CENTER,Y,7502005,7509004,,,,,1701 MAIN ST,EVANSTON,-87.6960501595,42.0344832113,"(42.0344832113, -87.6960501595)"
LINCOLN SCHOOL,Y,7503003,7503006,,,,,910 FOREST AVE,EVANSTON,-87.6750816025,42.0341285807,"(42.0341285807, -87.6750816025)"
BAKER PARK FIELDHOUSE,Y,7503007,,,,,,605 FOREST AVE,EVANSTON,-87.6730919582,42.0285283806,"(42.0285283806, -87.6730919582)"
BETHANY BAPTIST CHURCH,Y,7504001,,,,,,1225 E ELMWOOD AVE,EVANSTON,-87.6828302086,42.0400397073,"(42.0400397073, -87.6828302086)"
NICHOLS SCHOOL,Y,7504002,,,,,,800 GREENLEAF,EVANSTON,-87.682916567,42.0369172298,"(42.0369172298, -87.682916567)"
LAKE ST CHURCH,Y,7503004,7504003,,,,,607 LAKE ST,EVANSTON,-87.6809111386,42.044609747,"(42.044609747, -87.6809111386)"
BETH EMET THE FREE SYNAGOGUE,Y,7502002,7504004,,,,,1224 DEMPSTER ST,EVANSTON,-87.6886747639,42.040968668,"(42.040968668, -87.6886747639)"
JAMES C KING HOME,Y,7504006,,,,,,1555 OAK AVE,EVANSTON,-87.6867626409,42.0457021161,"(42.0457021161, -87.6867626409)"
PRIMM TOWERS,Y,7505002,,,,,,1001 EMERSON ST,EVANSTON,-87.6852525772,42.0525206273,"(42.0525206273, -87.6852525772)"
NORTHMINSTER CHURCH,Y,7506001,,,,,,2515 CENTRAL PK,EVANSTON,-87.7171918302,42.0629728731,"(42.0629728731, -87.7171918302)"
WILLARD SCHOOL,Y,7506002,,,,,,2700 HURD AVE,EVANSTON,-87.7162636051,42.066593365,"(42.066593365, -87.7162636051)"
HILLSIDE FREE METHODIST CHURCH,Y,7506003,,,,,,2727 CRAWFORD AVE,EVANSTON,-87.7293684178,42.0676682521,"(42.0676682521, -87.7293684178)"
THREE CROWNS PARK,Y,7506007,,,,,,2323 MC DANIEL AVE,EVANSTON,-87.7074473782,42.0597922916,"(42.0597922916, -87.7074473782)"
TRINTY LUTHERAN,Y,7506004,7506006,,,,,3637 GOLF RD,EVANSTON,-87.7248644885,42.0557356529,"(42.0557356529, -87.7248644885)"
HAVEN MIDDLE SCHOOL,Y,7506005,7507001,7507002,,,,2417 PRAIRIE AVE,EVANSTON,-87.699267742,42.0619622435,"(42.0619622435, -87.699267742)"
ECOLOGY CENTER,Y,7507004,,,,,,2024 MCCORMICK BLVD,EVANSTON,-87.7007302728,42.0564974194,"(42.0564974194, -87.7007302728)"
CHANDLER-NEWBERGER COMM CENTER,Y,7507005,,,,,,1028 CENTRAL ST,EVANSTON,-87.6847334577,42.0637467873,"(42.0637467873, -87.6847334577)"
PATTEN GYM,Y,7507003,,,,,,2407 SHERIDAN RD,EVANSTON,-87.6764795644,42.0611448394,"(42.0611448394, -87.6764795644)"
LEVY SENIOR CENTER,Y,7508001,7508005,,,,,300 DODGE AVE,EVANSTON,-87.7001850917,42.023287415,"(42.023287415, -87.7001850917)"
415 PREMIER APTS,Y,7508003,,,,,,415 HOWARD ST,EVANSTON,-87.6752680643,42.0197092929,"(42.0197092929, -87.6752680643)"
OAKTON SCHOOL,Y,7508002,7508004,,,,,436 RIDGE AVE,EVANSTON,-87.6850502081,42.0258087671,"(42.0258087671, -87.6850502081)"
REBA PLACE CHURCH,Y,7503005,7509001,,,,,620 MADISON ST,EVANSTON,-87.6807403442,42.0312972868,"(42.0312972868, -87.6807403442)"
GRACE LUTHERAN CHURCH,Y,7509002,7509005,,,,,1430 MADISON ST,EVANSTON,-87.6928765233,42.0273199044,"(42.0273199044, -87.6928765233)"
RIDGEVILLE COMMUNITY HOUSE,Y,7509003,7509006,,,,,908 SEWARD ST,EVANSTON,-87.6848070534,42.0283484518,"(42.0283484518, -87.6848070534)"
STREAMWOOD FIRE STATION #2,Y,7600001,,,,,,900 W IRVING PARK,STREAMWOOD,-88.2019583706,42.0184935581,"(42.0184935581, -88.2019583706)"
RIDGE CIRCLE SCHOOL,Y,7600033,7600043,,,,,420 RIDGE CIRCLE DR,STREAMWOOD,-88.1614834209,42.0239619902,"(42.0239619902, -88.1614834209)"
SENIOR CENTER,Y,7600009,7600026,,,,,240 S RT 59,BARTLETT,-88.2093565592,41.9940695894,"(41.9940695894, -88.2093565592)"
VILLA OLIVIA,Y,7600016,7600042,,,,,RT 20 &  NAPER RD,BARTLETT,-88.22309543,42.0128090826,"(42.0128090826, -88.22309543)"
BARTLETT FIRE DEPT,Y,7600031,7600044,,,,,218 S MAIN ST,BARTLETT,-88.18524882,41.9915260827,"(41.9915260827, -88.18524882)"
BARTLETT LOG CABIN,Y,7600023,,,,,,102 EASTERN AVE,BARTLETT,-88.1833154493,41.9954528012,"(41.9954528012, -88.1833154493)"
BROOKSIDE CLUB HOUSE,Y,7600037,,,,,,821 BODE RD,STREAMWOOD,-88.1624747665,42.0386466276,"(42.0386466276, -88.1624747665)"
CANTON MIDDLE SCHOOL,Y,7600036,,,,,,1100 SUNSET CIRCLE,STREAMWOOD,-88.1582259144,42.0257222665,"(42.0257222665, -88.1582259144)"
COMMUNITY CENTER,Y,7600024,,,,,,1919 WALNUT AVE,HANOVER PARK,-88.1509267937,41.9949034729,"(41.9949034729, -88.1509267937)"
CORNERSTONE CHURCH,Y,7600030,,,,,,1001 SUMMIT ST,ELGIN,-88.255775209,42.0469370903,"(42.0469370903, -88.255775209)"
ELGIN HIGH SCHOOL,Y,7600032,7600039,,,,,1200 MAROON DR,ELGIN,-88.2439969266,42.0271120606,"(42.0271120606, -88.2439969266)"
FIRST CHRISTIAN CHURCH,Y,7600013,7600041,,,,,1125 SUMMIT ST,ELGIN,-88.2478980237,42.0472236311,"(42.0472236311, -88.2478980237)"
GLENBROOK SCHOOL,Y,7600022,,,,,,315 GARDEN CIRCLE,STREAMWOOD,-88.1585985968,42.0380394099,"(42.0380394099, -88.1585985968)"
HANOVER COUNTRYSIDE SCHOOL,Y,7600005,7600007,,,,,6 BARTLETT RD,STREAMWOOD,-88.1811391268,42.0309484891,"(42.0309484891, -88.1811391268)"
HANOVER PARK MUNICIPAL BLDG,Y,7600012,,,,,,2121 W LAKE ST,HANOVER PARK,-88.1584078081,41.9907524363,"(41.9907524363, -88.1584078081)"
HUFF SCHOOL,Y,7600003,,,,,,801 HASTINGS ST,ELGIN,-88.2619086213,42.0214730997,"(42.0214730997, -88.2619086213)"
LAUREL HILL ELEM SCHOOL,Y,7600015,,,,,,1750 LAUREL ST,HANOVER PARK,-88.1492232245,42.0031761354,"(42.0031761354, -88.1492232245)"
LORDS PARK PAVILION,Y,7600035,,,,,,100 OAKWOOD BLVD,ELGIN,-88.2617457184,42.0390746884,"(42.0390746884, -88.2617457184)"
LORDS PARK SCHOOL,Y,7600029,,,,,,323 WAVERLY DR,ELGIN,-88.2534314695,42.0439074038,"(42.0439074038, -88.2534314695)"
NATURE RIDGE ELEM SCHOOL,Y,7600020,,,,,,1899 WESTRIDGE BLVD,BARTLETT,-88.2467212087,41.9924569925,"(41.9924569925, -88.2467212087)"
NEW COVENANT FELLOWSHIP,Y,7600010,7600014,,,,,865 PARKWAY AVE,ELGIN,-88.2580806047,42.062093352,"(42.062093352, -88.2580806047)"
PARK PLACE FAMILY REC CTR,Y,7600006,,,,,,550 S PARK BLVD,STREAMWOOD,-88.167785311,42.0203200287,"(42.0203200287, -88.167785311)"
HILLTOP SCHOOL,Y,7600004,,,,,,1855 ROHRSSEN RD,ELGIN,-88.2304096242,42.0394392835,"(42.0394392835, -88.2304096242)"
STREAMWOOD HIGH SCHOOL,Y,7600021,7600025,,,,,701 SCHAUMBURG RD,STREAMWOOD,-88.1988090964,42.0299952314,"(42.0299952314, -88.1988090964)"
STREAMWOOD OAKS GOLF COURSE,Y,7600002,7600040,,,,,565 MADISON,STREAMWOOD,-88.1957618165,42.026256658,"(42.026256658, -88.1957618165)"
STREAMWOOD PARK DIST,Y,7600008,7600038,,,,,777 BARTLETT RD,STREAMWOOD,-88.1832199751,42.0197843097,"(42.0197843097, -88.1832199751)"
TEFFT MIDDLE SCHOOL,Y,7600011,7600017,,,,,1100 SHIRLEY AVE,STREAMWOOD,-88.1655220001,42.0093245263,"(42.0093245263, -88.1655220001)"
TIMBER TRAILS SCHOOL,Y,7600019,7600027,,,,,1675 MC DONOUGH RD,HOFFMAN ESTATES,-88.2162476253,42.0549332027,"(42.0549332027, -88.2162476253)"
TOWNE PLACE WEST CLBHSE,Y,7600028,,,,,,2841 MEADOW LN,SCHAUMBURG,-88.1522416582,42.0269824266,"(42.0269824266, -88.1522416582)"
VILLAGE OF STREAMWOOD,Y,7600018,7600034,,,,,301 IRVING PK,STREAMWOOD,-88.173789512,42.0120363605,"(42.0120363605, -88.173789512)"
SLOVENIAN CLTRL CTR,Y,7700001,7700012,,,,,14252 MAIN ST,LEMONT,-87.9669795802,41.6823716465,"(41.6823716465, -87.9669795802)"
OUR LADY OF VICTORY CONVENT,Y,7700002,,,,,,11400 THERESA DR,LEMONT,-87.9715579609,41.678592014,"(41.678592014, -87.9715579609)"
LEMONT TWP HIGH SCHOOL,Y,7700004,7700005,,,,,800 PORTER ST,LEMONT,-87.9923131625,41.6752929802,"(41.6752929802, -87.9923131625)"
LEMONT TOWNSHIP,Y,7700007,,,,,,1115 WARNER AVE,LEMONT,-88.0024497282,41.660275276,"(41.660275276, -88.0024497282)"
VFW POST 5819,Y,7700008,7700010,,,,,15780 NEW AVE,LEMONT,-88.0052584116,41.6731884658,"(41.6731884658, -88.0052584116)"
CENTENNIEL COMMUNITY CENTER,Y,7700006,7700009,7700011,7700013,,,16058 W 127TH ST,LEMONT,-88.0102599131,41.6564504812,"(41.6564504812, -88.0102599131)"
LITHUANIAN WORLD CENTER,Y,7700003,7700014,,,,,14911 E 127TH ST,LEMO,-87.9832578814,41.6596108777,"(41.6596108777, -87.9832578814)"
RIVERSIDE TOWN HALL,Y,7900001,,,,,,27 RIVERSIDE DR,RIVERSIDE,-87.8170946324,41.8264420038,"(41.8264420038, -87.8170946324)"
ST BARBARA CHURCH,Y,7900002,7900045,,,,,4015 PRAIRIE AVE,BROOKFIELD,-87.8433073236,41.8178026049,"(41.8178026049, -87.8433073236)"
LINCOLN SCHOOL,Y,7900003,7900066,,,,,4300 GROVE,BROOKFIELD,-87.8415328614,41.8124970374,"(41.8124970374, -87.8415328614)"
CONGRESS PARK SCHOOL,Y,7900004,7900006,,,,,9311 SHIELDS,BROOKFIELD,-87.8541384881,41.8122968769,"(41.8122968769, -87.8541384881)"
HOPE LUTHERAN,Y,7900005,7900078,,,,,6455 JOLIET RD,LA GRANGE,-87.8822833086,41.7718068513,"(41.7718068513, -87.8822833086)"
LA GRANGE COMMUNITY CENTER,Y,7900007,,,,,,200 WASHINGTON AVE,LA GRANGE,-87.8616566143,41.8144654653,"(41.8144654653, -87.8616566143)"
BRIDGEVIEW COMM CENTER,Y,7900008,7900075,,,,,7900 S OKETO AVE,BRIDGEVIEW,-87.805049562,41.7473979224,"(41.7473979224, -87.805049562)"
FIRST CONG CHURCH LA GRANGE,Y,7900009,,,,,,100 S 6TH AVE,LA GRANGE,-87.8686814914,41.8120167273,"(41.8120167273, -87.8686814914)"
SEVENTH AVE SCHOOL,Y,7900010,7900050,,,,,701 S 7TH AVE,LA GRANGE,-87.8661482375,41.8011092618,"(41.8011092618, -87.8661482375)"
VILLAGE OF JUSTICE PUBLIC WORK,Y,7900013,,,,,,8748 W 82ND PL,JUSTICE,-87.8372488831,41.7416511615,"(41.7416511615, -87.8372488831)"
EMMANEUL EPISCOPAL CHURCH,Y,7900011,,,,,,203 S KENSINGTON,LA GRANGE,-87.8748392612,41.8107646958,"(41.8107646958, -87.8748392612)"
LYONS TWP NORTH HS,Y,7900014,7900015,,,,,901 COSSITT AVE,LA GRANGE,-87.8801419913,41.812410148,"(41.812410148, -87.8801419913)"
PARK JR HS,Y,7900016,7900018,,,,,325 N PARK RD,LA GRANGE PARK,-87.8805605899,41.8196848874,"(41.8196848874, -87.8805605899)"
WESTERN SPRINGS BAPTIST CHURCH,Y,7900020,,,,,,4475 WOLF RD,WESTERN SPRINGS,-87.898155287,41.808490888,"(41.808490888, -87.898155287)"
FIELD PARK PUBLIC SCHOOL,Y,7900021,,,,,,4335 HOWARD AVE,WESTERN SPRINGS,-87.8946118965,41.8113634097,"(41.8113634097, -87.8946118965)"
WILLOW SPRINGS COMM CENTER,Y,7900023,7900049,,,,,8156 ARCHER AVE,WILLOW SPRINGS,-87.8591668967,41.7421258003,"(41.7421258003, -87.8591668967)"
LAIDLAW SCHOOL,Y,7900024,,,,,,4072 FOREST AVE,WESTERN SPRINGS,-87.9076874485,41.8148227706,"(41.8148227706, -87.9076874485)"
HINSDALE ADVENTIST ACADEMY,Y,7900026,,,,,,631 E HICKORY ST,HINSDALE,-87.9139548765,41.8084257496,"(41.8084257496, -87.9139548765)"
KATHERINE LEGGE MEMORIAL PARK,Y,7900027,,,,,,5901 S COUNTY LINE,HINSDALE,-87.9162253482,41.7816653613,"(41.7816653613, -87.9162253482)"
PLEASANT VIEW FIRE DEPT,Y,7900028,7900042,,,,,1970 W PLAINFIELD RD,LA GRANGE HGHLN,-87.8945612852,41.7807994388,"(41.7807994388, -87.8945612852)"
VILLAGE OF JUSTICE,Y,7900029,7900035,7900051,,,,7800 S ARCHER RD,JUSTICE,-87.8396107397,41.7497075517,"(41.7497075517, -87.8396107397)"
VILLAGE OF MC COOK,Y,7900030,,,,,,5000 GLENCOE AVE,MC COOK,-87.83256169,41.8007033867,"(41.8007033867, -87.83256169)"
VILLAGE OF INDIAN HEAD PARK,Y,7900031,,,,,,201 ACACIA DR,INDIAN HEAD PAR,-87.8943520905,41.7719501752,"(41.7719501752, -87.8943520905)"
BEDFORD COMMUNITY BLDG,Y,7900032,,,,,,6700 S 78TH AVE,BEDFORD PARK,-87.8146776984,41.7701379833,"(41.7701379833, -87.8146776984)"
ESDA,Y,7900033,,,,,,6839 GARDEN LN,BRIDGEVIEW,-87.8181654397,41.7668341751,"(41.7668341751, -87.8181654397)"
STEEPLE HILL CHRISTIAN CHURCH,Y,7900034,,,,,,9000 W 87TH ST,HICKORY HILLS,-87.8418083044,41.733135598,"(41.733135598, -87.8418083044)"
PLEASANTDALE SCHOOL DISTRICT 107,Y,7900062,,,,,,7450 WOLF RD,BURR RIDGE,-88.3333333333,-90,"(-90, -88.3333333333)"
FIRST CONG CHURCH-WESTERN SP,Y,7900039,,,,,,1106 CHESTNUT ST,WESTERN SPRINGS,-87.9032451275,41.8127143124,"(41.8127143124, -87.9032451275)"
WESTERN SPRINGS REC CENTER,Y,7900040,,,,,,1500 WALKER ST,WESTERN SPRINGS,-87.9095490419,41.8083510049,"(41.8083510049, -87.9095490419)"
ST JOHNS LUTHERAN CHURCH,Y,7900043,,,,,,505 S PARK RD,LA GRANGE,-87.8800722543,41.8044756202,"(41.8044756202, -87.8800722543)"
FOREST HILLS SCHOOL,Y,7900044,,,,,,5020 CENTRAL AVE,WESTERN SPRINGS,-87.9052446051,41.7981028844,"(41.7981028844, -87.9052446051)"
VILLAGE OF BRIDGEVIEW,Y,7900065,,,,,,7500 S OKETO AVE,BRIDGEVIEW,-87.8053496063,41.7548950979,"(41.7548950979, -87.8053496063)"
LYLE SCHOOL,Y,7900048,,,,,,7801 W 75TH ST,BRIDGEVIEW,-87.8150523139,41.7546119477,"(41.7546119477, -87.8150523139)"
BRAINARD AVE BAPTIST CHURCH,Y,7900052,,,,,,6251 S BRAINARD,COUNTRYSIDE,-87.8773293409,41.7761426269,"(41.7761426269, -87.8773293409)"
PLEASANT DALE PARK DIST,Y,7900046,7900053,,,,,7425 WOLF RD,BURR RIDGE,-87.8959108628,41.7543264775,"(41.7543264775, -87.8959108628)"
KING BRUWAERT HOUSE,Y,7900012,,,,,,6101 S COUNTY LINE RD,BURR RIDGE,-87.914700173,41.7781365,"(41.7781365, -87.914700173)"
CHRISTIAN REFORMED CHURCH,Y,7900055,,,,,,5140 WOLF RD,WESTERN SPRINGS,-87.8985666823,41.7955044911,"(41.7955044911, -87.8985666823)"
WALSH SCHOOL,Y,7900056,,,,,,5640 S 75TH AVE,SUMMIT,-87.8089779193,41.7885959277,"(41.7885959277, -87.8089779193)"
SUMMIT MUNICIPAL CENTER,Y,7900057,,,,,,7321 W 59TH ST,SUMMIT,-87.8043689334,41.7841469582,"(41.7841469582, -87.8043689334)"
ARGO COMMUNITY HIGH SCHOOL,Y,7900060,,,,,,7329 W 63RD ST,SUMMIT,-87.8036968659,41.7758234161,"(41.7758234161, -87.8036968659)"
TRINITY LUTHERAN CHURCH,Y,7900041,7900063,,,,,11500 GERMAN CHURCH RD,BURR RIDGE,-87.9041987253,41.7391324618,"(41.7391324618, -87.9041987253)"
CORRAL AT LTS HIGH SCHOOL,Y,7900047,,,,,,4900 WILLOW SPRINGS RD,WESTERN SPRINGS,-87.8890956587,41.8000226322,"(41.8000226322, -87.8890956587)"
IDEAL SCHOOL,Y,7900025,7900068,,,,,9901 W 58TH ST,COUNTRYSIDE,-87.8659940649,41.784657835,"(41.784657835, -87.8659940649)"
ST JAMES LUTHERAN CHURCH,Y,7900069,,,,,,5129 WOLF RD,WESTERN SPRINGS,-87.8975033797,41.7956120323,"(41.7956120323, -87.8975033797)"
STERLING ESTATES CLUBHOUSE,Y,7900071,,,,,,9300 W 79TH ST,JUSTICE,-87.8506043567,41.7506247529,"(41.7506247529, -87.8506043567)"
SPRING AVENUE SCHOOL,Y,7900072,,,,,,1001 S SPRING AVE,LA GRANGE,-87.8745482622,41.7944914176,"(41.7944914176, -87.8745482622)"
WILSHIRE GREEN ASSN,Y,7900073,,,,,,115 ACACIA DR,INDIAN HEAD PAR,-87.8942269148,41.7706055931,"(41.7706055931, -87.8942269148)"
VILLAGE OF HODGKINS,Y,7900076,,,,,,6511 KANE AVE,HODGKINS,-87.8527249112,41.7713285814,"(41.7713285814, -87.8527249112)"
ROBERTS PARK FIRE DEPT,Y,7900074,7900077,,,,,8611 S ROBERTS RD,JUSTICE,-87.8180063544,41.7343510283,"(41.7343510283, -87.8180063544)"
HIGHLANDS SCHOOL DIST 106,Y,7900054,,,,,,1750 PLAINFIELD RD,LA GRANGE,-87.8907280079,41.7826077341,"(41.7826077341, -87.8907280079)"
GEORGE T WILKINS JR HS,Y,7900058,,,,,,8001 S 82ND AVE,JUSTICE,-87.8233483417,41.7448051334,"(41.7448051334, -87.8233483417)"
MARRIOTT HOTEL,Y,7900017,7900036,7900062,,,,1200 BURR RIDGE PKWY,BURR RIDGE,-87.9100989975,41.7561387734,"(41.7561387734, -87.9100989975)"
ST FABIAN CHURCH,Y,7900038,,,,,,7450 W 83RD ST,BRIDGEVIEW,-87.8054481865,41.7410230144,"(41.7410230144, -87.8054481865)"
BROOKFIELD FIRE DEPT ST,Y,7900067,,,,,,9001 SHIELDS AVE,BROOKFIELD,-87.8468220106,41.8124437909,"(41.8124437909, -87.8468220106)"
THE ACACIA ASSOCIATION,Y,7900061,,,,,,111 CASCADE DR,INDIAN HEAD PAR,-87.8935648696,41.7729064289,"(41.7729064289, -87.8935648696)"
VILLAGE OF LYONS,Y,7900022,7900059,,,,,4200 LAWNDALE,LYONS,-87.8249520056,41.8135751256,"(41.8135751256, -87.8249520056)"
WILLOW HILL APARTMENTS,Y,7900070,,,,,,8712 S 87TH TER,JUSTICE,-87.8372957358,41.7334572267,"(41.7334572267, -87.8372957358)"
DAVIDOWSKI RECREATION HALL,Y,7900019,,,,,,4142 GAGE,LYONS,-87.814737605,41.8160238143,"(41.8160238143, -87.814737605)"
ST JOHN'S CHURCH,Y,7900037,7900064,,,,,4500 PRESCOTT AVE,LYONS,-87.8194870629,41.8093271082,"(41.8093271082, -87.8194870629)"
GEMINI JR HIGH SCHOOL,Y,8000001,8000070,8000051,,,,8955  N GREENWOOD AVE,NILES,-87.8398089354,42.0428157023,"(42.0428157023, -87.8398089354)"
COURTLAND SQUARE CONDOS,Y,8000002,,,,,,8909   DAVID PL,DES PLAINES,-87.8467613617,42.056652472,"(42.056652472, -87.8467613617)"
RIVER RAND BOWL,Y,8000003,,,,,,191 S RIVER RD,DES PLAINES,-87.8859772942,42.0500846432,"(42.0500846432, -87.8859772942)"
FRISBEE SENIOR CENTER,Y,8000019,,,,,,52 E NORTHWEST HWY,DES PLAINES,-87.9205397844,42.0566671421,"(42.0566671421, -87.9205397844)"
APOLLO SCHOOL,Y,8000086,8000023,,,,,10100   DEE RD,DES PLAINES,-87.857240077,42.0638622647,"(42.0638622647, -87.857240077)"
WEST PARK FIELD HOUSE,Y,8000006,,,,,,651   WOLF RD,DES PLAINES,-87.9097973234,42.0413187241,"(42.0413187241, -87.9097973234)"
LEE MANOR HEALTH CARE,Y,8000007,,,,,,1301   LEE ST,DES PLAINES,-87.8938240921,42.0293250816,"(42.0293250816, -87.8938240921)"
TRINITY LUTHERAN CHURCH,Y,8000061,,,,,,675  E ALGONQUIN RD,DES PLAINES,-87.9071902454,42.0302205198,"(42.0302205198, -87.9071902454)"
CIVIC CENTER,Y,8000009,8000013,8000034,,,,1420   MINER ST,DES PLAINES,-87.8882648495,42.0423426395,"(42.0423426395, -87.8882648495)"
THE HERITAGE,Y,8000011,,,,,,800  S DES PLAINES RIVER RD,DES PLAINES,-87.8838203347,42.0386701165,"(42.0386701165, -87.8838203347)"
CENTRAL SCHOOL,Y,8000010,8000012,,,,,1526   THACKER ST,DES PLAINES,-87.8863720218,42.0377909875,"(42.0377909875, -87.8863720218)"
CHRIST CHURCH,Y,8000014,8000016,,,,,1492   HENRY ST,DES PLAINES,-87.8873032722,42.0335687145,"(42.0335687145, -87.8873032722)"
SOUTH SCHOOL,Y,8000017,8000018,,,,,1535   EVERETT ST,DES PLAINES,-87.8860235151,42.02014344,"(42.02014344, -87.8860235151)"
BAY COLONY CONDOS,Y,8000045,8000092,,,,,9501   BAY COLONY DR,DES PLAINES,-87.8667057428,42.0504791348,"(42.0504791348, -87.8667057428)"
PARK RIDGE PRESBY CHURCH,Y,8000020,,,,,,1300  W CRESCENT AVE,PARK RIDGE,-87.8424005973,42.0076097283,"(42.0076097283, -87.8424005973)"
GEORGE WASHINGTON SCHOOL,Y,8000021,,,,,,1500   STEWART,PARK RIDGE,-87.8461966959,42.0056404902,"(42.0056404902, -87.8461966959)"
LINCOLN MIDDLE SCHOOL,Y,8000022,,,,,,200  S LINCOLN AVE,PARK RIDGE,-87.8437803808,42.0075877538,"(42.0075877538, -87.8437803808)"
TERRACE SQUARE CONDOS,Y,8000005,,,,,,9743   DEE RD,NILES,-87.8543993093,42.0575993859,"(42.0575993859, -87.8543993093)"
ROOSEVELT SCHOOL,Y,8000024,8000054,,,,,1001   FAIRVIEW AVE,PARK RIDGE,-87.8345005567,41.997412836,"(41.997412836, -87.8345005567)"
